Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
emergency drinking water 1950s,39,39,40,22,0.00,https://72hours.com/products/72hours-emergency-drinking-water-125ml,0,0,0.00,0.05,6740000,"[18,18,18,18,18,18,100,18,100,18,18,18]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
jetboil sumo,26,26,320,19,0.47,https://72hours.com/products/jetboil-sumo,0,0,0.00,1,77500,"[44,44,23,36,36,23,29,29,36,44,44,44]",2025-10-02,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
72 hour emergency kits,4,4,110,37,0.81,https://72hours.com/collections/emergency-kit,0,0,0.00,1,19200000,"[7,26,19,34,19,53,53,53,80,65,65,19]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
insta-fire,47,47,110,16,0.00,https://72hours.com/products/instant-fire-2-gallon-1,0,0,0.00,0,246000000,"[39,21,17,0,11,0,32,17,0,0,0,0]",2025-09-12,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
non gmo emergency food supply,41,41,30,15,3.58,https://72hours.com/collections/food,0,0,0.00,1,416000,"[28,28,28,100,28,28,28,28,28,28,28,28]",2025-09-04,"Knowledge panel, Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
where can i buy mre food,64,64,720,27,0.39,https://72hours.com/collections/mres,0,0,0.00,1,6080000,"[55,55,30,45,20,55,0,45,36,36,55,100]",2025-08-30,"Local pack, Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
survival kit suppliers,97,97,50,61,0.76,https://72hours.com/,0,0,0.00,0.95,21000000,"[18,18,18,100,18,100,18,18,18,18,100,100]",2025-08-19,"Image pack, Image, Video Carousel, People also ask, Popular products, Related searches, Explore brands, AI overview",commercial,Organic
blanket of fire,84,84,390,21,1.33,https://72hours.com/collections/fire-blanket,0,0,0.00,1,82600000,"[0,0,0,1,0,0,0,0,13,1,0,0]",2025-09-01,"Image pack, Video, Related searches",informational,Organic
survival kit kit,78,78,1900,41,0.54,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,188000000,"[29,10,10,3,4,1,0,0,0,8,81,0]",2025-09-24,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Explore brands","informational, transactional",Organic
emergency bathroom kit,40,40,70,2,0.51,https://72hours.com/products/portable-toilet,0,0,0.00,1,24900000,"[52,33,23,23,42,42,23,33,33,33,33,33]",2025-09-06,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
survival back pack,43,43,40,16,0.78,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,40700000,"[1,5,11,11,11,8,3,8,1,5,0,6]",2025-08-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
fire blanket without fiberglass,30,30,30,2,0.61,https://72hours.com/collections/fire-blanket,0,0,0.00,1,1880000,"[100,27,27,18,45,63,45,18,18,0,0,9]",2025-09-06,"Image pack, Video, Popular products, Related searches, Discussions and forums",commercial,Organic
wamoma fire blanket,36,36,260,4,1.27,https://72hours.com/collections/fire-blanket,0,0,0.00,1,71,"[0,15,44,36,67,100,36,10,12,7,7,7]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",informational,Organic
mountain house meals gluten free,49,49,30,11,0.43,https://72hours.com/products/mountain-house-ground-beef-gf-10-can,0,0,0.00,1,5920000,"[21,14,14,14,14,14,14,14,14,14,14,100]",2025-09-04,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
emergency backpack,12,12,1300,58,0.84,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,96200000,"[44,44,55,34,30,82,44,30,24,34,65,24]",2025-09-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know, Discussions and forums","informational, transactional",Organic
frozen dried fruit,61,61,90,21,1.15,https://72hours.com/collections/freeze-dried-fruits,0,0,0.00,0.84,200000000,"[5,28,43,23,17,12,28,23,23,28,17,17]",2025-09-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
gamma seal lids and buckets,33,33,140,18,1.10,https://72hours.com/products/gamma-seal-lid-5-0-red,0,0,0.00,1,83800,"[100,100,100,82,52,64,100,82,82,82,100,82]",2025-08-19,"Knowledge panel, Image pack, Sitelinks, Video, Image, Shopping ads, Related searches","commercial, informational",Organic
freeze dried rice and beans,24,24,30,3,0.76,https://72hours.com/products/readywise-60-servings-emergency-freeze-dried-meat,0,0,0.00,1,11600000,"[18,18,18,18,100,18,18,18,18,18,18,18]",2025-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Recipes, Related searches","commercial, informational",Organic
road trip emergency car kit,9,9,30,37,0.34,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.26,28800000,"[22,22,33,22,22,22,100,77,22,22,22,22]",2025-09-04,"Image pack, Video, Image, Related searches, Discussions and forums, Explore brands",commercial,Organic
fire towel,26,26,210,39,1.25,https://72hours.com/collections/fire-blanket,0,0,0.00,0.94,97600000,"[100,1,3,1,0,5,4,1,0,0,1,0]",2025-08-25,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
roadside emergency car kits,68,68,110,40,0.47,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,6280000,"[12,9,12,15,34,65,34,34,28,28,21,81]",2025-08-24,"Local pack, Image pack, Video, Image, Popular products, Related searches",commercial,Organic
jetboil kit,81,81,90,30,0.41,https://72hours.com/products/jetboil-stash,0,0,0.00,1,907000,"[52,52,14,66,100,23,33,33,33,33,33,33]",2025-08-17,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands","informational, transactional",Organic
industrial fire blankets,63,63,30,6,3.11,https://72hours.com/collections/fire-blanket,0,0,0.00,1,11400000,"[18,18,18,18,18,18,100,18,18,18,18,18]",2025-09-08,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, Explore brands","informational, transactional",Organic
72 hour food kit,15,15,210,27,1.24,https://72hours.com/collections/emergency-kit,0,0,0.00,1,59800000,"[35,54,100,81,35,22,54,35,35,29,22,29]",2025-08-24,"Image pack, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
72 hour food kit,59,59,210,27,1.24,https://72hours.com/collections/essential-emergency-survival-kit,0,0,0.00,1,59800000,"[35,54,100,81,35,22,54,35,35,29,22,29]",2025-08-24,"Image pack, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
mountain house survival foods,27,27,30,31,1.27,https://72hours.com/collections/mountain-house,0,0,0.00,1,4880000,"[78,35,28,78,7,7,7,0,7,7,0,7]",2025-08-21,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
emergency ration kit,72,72,30,47,1.12,https://72hours.com/collections/72hrs-emergency-food-supply-survival-food-kit,0,0,0.00,1,3550000,"[18,36,45,18,18,36,0,27,27,27,18,9]",2025-08-31,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
car emergency blanket,97,97,70,7,0.54,https://72hours.com/products/thermal-blanket,0,0,0.00,1,19400000,"[19,15,7,34,42,53,80,11,7,3,3,11]",2025-08-16,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
over and out fire blanket,56,56,30,12,0.77,https://72hours.com/collections/fire-blanket,0,0,0.00,1,102000000,"[0,0,0,27,27,100,100,18,18,18,18,18]",2025-09-04,"Image pack, Video, Related searches, Discussions and forums",commercial,Organic
72 hour kits lds,57,57,40,36,0.69,https://72hours.com/collections/emergency-kit,0,0,0.00,1,218000,"[23,23,23,52,14,9,23,33,9,9,4,9]",2025-08-29,"Image pack, Video, Related searches",informational,Organic
72 hour kits lds,88,88,40,36,0.69,https://72hours.com/collections/school-survival-kits,0,0,0.00,1,218000,"[23,23,23,52,14,9,23,33,9,9,4,9]",2025-08-29,"Image pack, Video, Related searches",informational,Organic
car emergency,21,21,110,47,2.82,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.6,669000000,"[34,34,34,34,43,34,34,34,34,34,43,28]",2025-08-29,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches, AI overview","commercial, informational",Organic
car essentials kit,50,50,320,31,0.28,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,210000000,"[44,36,29,29,54,100,54,4,19,1,29,12]",2025-09-07,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
small porta potty,71,71,390,15,0.98,https://72hours.com/products/portable-toilet,0,0,0.00,1,3800000,"[66,66,100,66,54,54,44,81,66,66,66,54]",2025-09-09,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
camping toilet seats,22,22,210,22,0.41,https://72hours.com/products/snap-on-toilet-lid,0,0,0.00,1,24900000,"[0,66,43,100,0,0,6,22,54,43,81,81]",2025-08-25,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
mountainhouse meal,15,15,50,28,0.58,https://72hours.com/collections/mountain-house,0,0,0.00,1,2250000,"[0,3,100,0,0,0,0,0,0,0,0,1]",2025-09-07,"Local pack, Image pack, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
datrex emergency water,20,20,30,10,0.85,https://72hours.com/products/datrex-emergency-drinking-water-125ml,0,0,0.00,1,80,"[9,9,52,9,9,9,9,9,9,9,9,9]",2025-08-16,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
datrex emergency water,61,61,30,10,0.85,https://72hours.com/products/datrex-emergency-drinking-water-125ml,0,0,0.00,1,80,"[9,9,52,9,9,9,9,9,9,9,9,9]",2025-08-16,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Image pack
mre's,54,54,1600,36,0.78,https://72hours.com/collections/mres,0,0,0.00,0.92,216000,"[7,13,7,0,10,10,29,15,13,36,8,10]",2025-10-08,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
bulk mountain house meals,37,37,40,21,0.98,https://72hours.com/collections/mountain-house,0,0,0.00,1,2690000,"[29,41,17,23,23,17,23,23,5,17,23,29]",2025-08-27,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
what is meals ready to eat,73,73,590,43,0.00,https://72hours.com/collections/mres,0,0,0.00,0,448000000,"[20,16,20,36,20,36,10,45,81,0,62,100]",2025-09-02,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
blueberries freeze dried,83,83,40,4,0.65,https://72hours.com/products/freeze-dried-blueberries-34g,0,0,0.00,1,5300000,"[0,23,6,6,8,11,11,0,6,0,0,0]",2025-09-07,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
survival kit family of 4,67,67,30,11,1.02,https://72hours.com/products/4-person-72hrs-essential-backpack-emergency-survival-kit-black,0,0,0.00,1,128000000,"[11,11,11,64,11,11,29,11,11,11,11,41]",2025-08-27,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
12 in 1 survival kit,88,88,30,19,0.00,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,129000000,"[18,18,18,18,18,100,18,18,18,18,18,18]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
auto emergency roadside kit,11,11,110,38,0.47,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,4950000,"[15,11,15,19,26,80,26,26,80,26,26,100]",2025-08-29,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
thermal blankets for sale,36,36,40,8,0.64,https://72hours.com/products/thermal-blanket,0,0,0.00,1,10400000,"[18,18,27,36,100,100,36,18,18,18,18,18]",2025-09-03,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
mountain house #10 cans,13,13,140,20,0.00,https://72hours.com/collections/mountain-house,0,0,0.00,0,97,"[23,28,18,28,23,15,18,18,23,18,23,23]",2025-08-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
5 gallon mylar bags food storage,23,23,30,16,0.90,https://72hours.com/products/5-gallon-mylar-bag-open-end,0,0,0.00,1,297000,"[3,5,6,11,5,5,6,11,3,3,0,5]",2025-08-27,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
squeeze flashlight,80,80,210,11,0.74,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,1,3270000,"[10,23,100,23,10,12,10,12,15,12,23,12]",2025-08-19,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
car survival pack,83,83,110,42,0.49,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,31400000,"[4,5,13,16,3,0,2,1,1,1,1,0]",2025-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
discount survival kit,82,82,70,24,0.47,https://72hours.com/collections/emergency-kit,0,0,0.00,1,95200000,"[45,81,45,100,45,81,36,63,63,27,18,81]",2025-08-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Explore brands",commercial,Organic
freeze dried food meat,30,30,140,12,1.15,https://72hours.com/products/readywise-60-servings-emergency-freeze-dried-meat,0,0,0.00,1,38500000,"[0,3,20,6,4,81,0,0,0,0,0,1]",2025-08-22,"Local pack, Image pack, Video, Image, People also ask, Related searches, Discussions and forums, Explore brands",commercial,Explore brands
readywise freeze dried food,46,46,40,34,1.06,https://72hours.com/collections/readywise-food-storage,0,0,0.00,1,116000,"[64,11,11,64,11,11,11,11,11,11,11,64]",2025-09-06,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
thermo blankets,90,90,70,17,0.74,https://72hours.com/products/thermal-blanket,0,0,0.00,1,5140000,"[0,4,8,8,4,13,5,1,2,0,0,3]",2025-09-03,"Image pack, Video, Image, Popular products, Related searches, Explore brands","informational, transactional",Organic
emergency auto kit,76,76,260,40,0.55,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,149000000,"[14,11,21,21,72,72,32,32,11,17,17,17]",2025-09-09,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
fire blanket comparison,28,28,50,15,0.65,https://72hours.com/collections/fire-blanket,0,0,0.00,0.75,15800000,"[6,6,6,6,34,100,6,6,6,6,6,6]",2025-08-15,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
portable toilet.,58,58,50,26,0.00,https://72hours.com/products/portable-toilet,0,0,0.00,0,103000000,"[0,0,0,0,0,100,1,3,1,1,3,1]",2025-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
mountain house granola,59,59,90,15,0.46,https://72hours.com/collections/mountain-house,0,0,0.00,1,4960000,"[65,65,42,34,19,19,42,34,19,26,34,42]",2025-08-23,"Image pack, Sitelinks, Video, Popular products, Related searches, Discussions and forums",transactional,Organic
